date,银行股轮动,银行股等权持有,沪深300
2024-02-08,2.1966695452724347,1.3782876573716676,0.8956714081897744
2024-02-19,2.1966695452724347,1.413414136920844,0.9060204212005707
2024-02-20,2.1966695452724347,1.4282553013739672,0.9078943165605502
2024-02-21,2.1966695452724347,1.4716213404114096,0.9201438427631439
2024-02-22,2.1966695452724347,1.474115353395716,0.9280759566448755
2024-02-23,2.1966695452724347,1.484308682414463,0.9288931240816847
2024-02-26,2.1966695452724347,1.43728574788532,0.9192095568663359
2024-02-27,2.1966695452724347,1.437950754627531,0.9302373245884883
2024-02-28,2.1966695452724347,1.4365183295931776,0.9183844040799813
2024-02-29,2.1966695452724347,1.442840020227108,0.9359042609825173
2024-03-01,2.1966695452724347,1.4427351353526967,0.9416856540533635
2024-03-04,2.1966695452724347,1.4314968133707133,0.9425028214901726
2024-03-05,2.1955712104997986,1.4628580384486234,0.9490614552501012
2024-03-06,2.1716692416363803,1.4493876999601585,0.945212516769234
2024-03-07,2.1911247612611757,1.4570521812511334,0.9395349332424777
2024-03-08,2.200093717339182,1.456109086866993,0.9435781818956155
2024-03-11,2.1749247115651804,1.4498640315210987,0.9553831903068504
2024-03-12,2.1119288380576875,1.4300167953419005,0.9575738378654628
2024-03-13,2.1134275367692466,1.4175014236823678,0.9508847767296267
2024-03-14,2.1236455587036667,1.4157121277877673,0.9481857285832924
2024-03-15,2.1406446173622364,1.431025640361897,0.9502539341155426
2024-03-18,2.1344218132419974,1.4252037884083388,0.9591815549072635
2024-03-19,2.1080799926778133,1.4089064160496976,0.9522875364664296
2024-03-20,2.1391283346847954,1.4213662050809241,0.9543504184323162
2024-03-21,2.1669809479464806,1.433437950573578,0.9532085134473286
2024-03-22,2.1824435646021985,1.4319268433227712,0.9436021379442516
2024-03-25,2.193804086411297,1.4386776044089653,0.9384808671024893
2024-03-26,2.2105402937620715,1.4615164070118891,0.943269415046528
2024-03-27,2.2309139888943723,1.4689074839329541,0.9323667511339196
2024-03-28,2.1785175110768966,1.4394250821045238,0.9372032111752305
2024-03-29,2.196639189864187,1.4398076817661152,0.9416004769915461
2024-04-01,2.216268859822666,1.4506934360762231,0.9570840697600136
2024-04-02,2.2310255132423134,1.4541682651066967,0.9530993803368752
2024-04-03,2.229735019483513,1.4453351623147361,0.9496710035987309
2024-04-08,2.2577928024011666,1.4561096081953038,0.9413156661910946
2024-04-09,2.2327539884356247,1.4467980840617864,0.9405384255020123
2024-04-10,2.2352597403144707,1.4493176069465592,0.9328778135048231
2024-04-11,2.22091869635696,1.4417722091698486,0.932752709695279
2024-04-12,2.215596778069642,1.4313609101778022,0.925193245458998
2024-04-15,2.2632737901940088,1.4639405697898757,0.9446881454824215
2024-04-16,2.2838056437937,1.4683058669939213,0.9345813547411682
2024-04-17,2.3099300668194833,1.497179629575776,0.9490321756351014
2024-04-18,2.3299250478178317,1.5119255739075297,0.9502033602350887
2024-04-19,2.346079418420268,1.511891377094636,0.9427131023615339
2024-04-22,2.318176948991446,1.5021265983344352,0.9398490236579289
2024-04-23,2.3069780265325504,1.4989633662795658,0.9332797427652733
2024-04-24,2.2926410803514115,1.492045817788909,0.9373788888652286
2024-04-25,2.315179069190828,1.511749055061728,0.939683993100658
2024-04-26,2.248218359501098,1.492635972893035,0.9540549604991375
2024-04-29,2.2470371158597153,1.5052763061049887,0.9646062690317497
2024-04-30,2.2570119435898834,1.5146016196156449,0.9594104682608973
2024-05-06,2.223846360781517,1.5118697934692626,0.9736483465002874
2024-05-07,2.2268959399582116,1.5127231325829236,0.9739491279998297
2024-05-08,2.2442841223254884,1.5119751546939764,0.9662858542194587
2024-05-09,2.2443022719905006,1.5116969088946741,0.9754264176657226
2024-05-10,2.2772750191128712,1.5275383070007922,0.9758842443729904
2024-05-13,2.2999928553750295,1.536760085258299,0.9754610208470859
2024-05-14,2.278719268320254,1.5253023687050762,0.973427418496199
2024-05-15,2.2966269206174332,1.5250913785030789,0.9651785524158344
2024-05-16,2.3128709701545587,1.5493033551337065,0.9689849023657929
2024-05-17,2.3407259859414,1.5702789038694935,0.9789958689125018
2024-05-20,2.346738404721899,1.5684844853945006,0.9824535252656459
2024-05-21,2.3799560440365313,1.5833750034844831,0.978514086156598
2024-05-22,2.390850084715507,1.5929819131220446,0.9807207044143011
2024-05-23,2.3821746209967367,1.581244221519031,0.9693655373607887
2024-05-24,2.362187211996434,1.5652331486829776,0.9586358893549967
2024-05-27,2.401041509153127,1.5847675862874917,0.9677471731862609
2024-05-28,2.39857995035322,1.5792423260955508,0.9606828006217926
2024-05-29,2.376176119873082,1.5635514494876261,0.9618406763058708
2024-05-30,2.3466378412725457,1.549357789813758,0.9567273908136539
2024-05-31,2.3401643575724838,1.550940136701989,0.9528970848150593
2024-06-03,2.323312978174147,1.5409931733382485,0.9552474393645791
2024-06-04,2.3268832118156895,1.5446155060184212,0.9624129596899554
2024-06-05,2.299868247534866,1.5333707415394644,0.9568551564063797
2024-06-06,2.2960880228191534,1.5309012393381387,0.9561790634782052
2024-06-07,2.3198653246138137,1.547601862441342,0.9513505887864399
2024-06-11,2.2719004655321573,1.5193099994818342,0.9430378399097123
2024-06-12,2.274152939276748,1.5146221037727592,0.9433679010242542
2024-06-13,2.2686763278496542,1.5122256654986406,0.9385793530802155
2024-06-14,2.2760471268215485,1.5271229344748958,0.9426784991801708
2024-06-17,2.2424814481860667,1.508440801588126,0.9412597687442771
2024-06-18,2.2449012398095354,1.5114218790783034,0.9437591831519772
2024-06-19,2.279283122886223,1.5295392856200107,0.9392767402738442
2024-06-20,2.266926690668985,1.5224433426669735,0.9324971785098274
2024-06-21,2.263954010230311,1.5169416366320714,0.9304582525925768
2024-06-24,2.2433856284042086,1.518987693166321,0.9254514384276314
2024-06-25,2.264259682643166,1.5286805121972795,0.9204180064308681
2024-06-26,2.2650810492298876,1.5330766958833935,0.9263697536253487
2024-06-27,2.296711496566936,1.5509980268607864,0.9194118523881518
2024-06-28,2.3118450040202676,1.557969444923367,0.9214188369072208
2024-07-01,2.35289309108713,1.5826703103248125,0.9258161027235364
2024-07-02,2.4013735999739882,1.6146815138335577,0.9241152232703732
2024-07-03,2.389515578426552,1.6001150320831976,0.9218846489640339
2024-07-04,2.389515578426552,1.6044582761684392,0.917199910564085
2024-07-05,2.389515578426552,1.5662766490354563,0.9132737803709461
2024-07-08,2.389515578426552,1.5764581150073813,0.9054747556483039
2024-07-09,2.389515578426552,1.5964299505887762,0.9156028406550115
2024-07-10,2.389515578426552,1.6080052876534416,0.9127174676859521
2024-07-11,2.389515578426552,1.5964917979666968,0.9231516577585656
2024-07-12,2.389515578426552,1.6347791533860523,0.9242775920444625
2024-07-15,2.389515578426552,1.6556435677526298,0.9253023785694512
2024-07-16,2.389515578426552,1.6543027139063322,0.9311662869189328
2024-07-17,2.389515578426552,1.6669006424201165,0.9320446753689231
2024-07-18,2.389515578426552,1.666687786291454,0.937195225825685
2024-07-19,2.389515578426552,1.6636491569584075,0.9420103916015417
2024-07-22,2.389515578426552,1.6351771173528136,0.9355954941334299
2024-07-23,2.389515578426552,1.6516094182544978,0.9156214731372841
2024-07-24,2.389515578426552,1.6498812959746394,0.9098427418496199
2024-07-25,2.389515578426552,1.6345931444798565,0.9048119716360384
2024-07-26,2.389515578426552,1.6066586433130814,0.9074790783841911
2024-07-29,2.389515578426552,1.6420222274869432,0.9025414705819722
2024-07-30,2.389515578426552,1.6327235521212027,0.8968559017056706
2024-07-31,2.389515578426552,1.624291941044648,0.9162070654372777
2024-08-01,2.389515578426552,1.6314260037404222,0.9101355379996167
