date,open,high,low,close,volume
2018-04-27,6920.43,6941.22,6863.83,6915.71,0.0
2018-05-02,6914.37,6944.43,6842.68,6887.14,0.0
2018-05-03,6870.47,6953.48,6799.33,6953.26,0.0
2018-05-04,6934.24,6980.77,6922.99,6949.29,0.0
2018-05-07,6953.78,7069.57,6953.78,7069.3,0.0
2018-05-08,7072.44,7111.68,7068.28,7111.28,0.0
2018-05-09,7103.73,7127.13,7084.73,7118.65,0.0
2018-05-10,7123.85,7158.05,7106.11,7157.75,0.0
2018-05-11,7157.88,7160.9,7076.56,7077.79,0.0
2018-05-14,7060.14,7074.35,7009.62,7029.57,0.0
2018-05-15,7028.05,7105.7,7009.47,7105.28,0.0
2018-05-16,7084.85,7127.37,7068.6,7078.52,0.0
2018-05-17,7070.99,7083.81,7041.65,7057.72,0.0
2018-05-18,7050.88,7089.09,7020.79,7089.09,0.0
2018-05-21,7118.82,7183.11,7118.82,7177.14,0.0
2018-05-22,7170.81,7208.06,7157.45,7207.78,0.0
2018-05-23,7188.82,7197.8,7139.12,7139.21,0.0
2018-05-24,7135.13,7154.92,7119.14,7125.33,0.0
2018-05-25,7118.73,7125.54,7053.11,7060.2,0.0
2018-05-28,7051.32,7061.18,6978.7,7009.61,0.0
2018-05-29,6996.81,7041.8,6953.32,6954.86,0.0
2018-05-30,6861.5,6861.5,6707.4,6719.35,0.0
2018-05-31,6757.3,6829.91,6726.91,6829.43,107117444.0
2018-06-01,6799.51,6837.49,6712.38,6756.43,102963106.0
2018-06-04,6764.65,6780.77,6710.78,6738.09,0.0
2018-06-05,6733.58,6836.85,6733.58,6836.61,0.0
2018-06-06,6829.55,6849.03,6816.8,6845.53,88993201.0
2018-06-07,6853.7,6860.75,6786.31,6790.96,91242515.0
2018-06-08,6777.63,6777.63,6672.2,6721.36,94643512.0
2018-06-11,6701.35,6707.2,6638.48,6659.87,79032932.0
2018-06-12,6655.72,6705.76,6589.77,6705.54,85612783.0
2018-06-13,6689.37,6689.37,6592.56,6594.39,89610702.0
2018-06-14,6572.15,6631.75,6544.61,6563.71,83604566.0
2018-06-15,6554.67,6568.66,6381.09,6415.42,102565296.0
2018-06-19,6314.1,6314.63,5913.83,5975.93,129611597.0
2018-06-20,5929.1,6067.93,5903.57,6043.72,106573735.0
2018-06-21,6027.81,6071.45,5893.8,5895.79,106453826.0
2018-06-22,5851.68,5979.47,5820.22,5978.25,93837378.0
2018-06-25,6014.53,6033.52,5953.93,5958.74,91282794.0
2018-06-26,5883.2,6009.81,5853.8,6007.94,97627475.0
2018-06-27,6007.12,6041.1,5945.82,5968.83,93605201.0
2018-06-28,5955.62,6005.8,5900.76,5904.6,93261241.0
2018-06-29,5902.02,6072.98,5898.63,6072.78,110346496.0
2018-07-02,6065.07,6089.69,5960.05,6005.22,115773167.0
2018-07-03,5999.21,6086.17,5931.61,6085.85,117710971.0
2018-07-04,6056.13,6056.13,5945.5,5972.63,105976105.0
2018-07-05,5950.47,5974.13,5807.02,5807.02,102433507.0
2018-07-06,5799.1,5887.83,5687.19,5824.6,112606635.0
2018-07-09,5821.85,5939.19,5821.85,5938.99,98771672.0
2018-07-10,5940.82,5986.24,5926.21,5985.82,101225388.0
2018-07-11,5907.5,5907.5,5764.93,5847.78,113578919.0
2018-07-12,5836.75,6009.98,5836.75,5997.73,122805764.0
2018-07-13,5994.85,6025.13,5985.58,6017.14,111876320.0
2018-07-16,6008.28,6023.82,5983.19,6020.12,101407847.0
2018-07-17,6011.14,6036.52,5967.41,6036.28,100737400.0
2018-07-18,6039.36,6081.59,6012.17,6012.17,113168071.0
2018-07-19,5998.3,6021.73,5919.56,5943.76,102937572.0
2018-07-20,5933.73,6015.2,5905.41,6005.52,99343586.0
2018-07-23,5979.85,6045.63,5961.53,6045.56,116026104.0
2018-07-24,6043.85,6145.21,6038.07,6144.72,144681887.0
2018-07-25,6144.27,6172.06,6138.18,6160.21,133233898.0
2018-07-26,6156.38,6178.59,6139.31,6156.06,151951877.0
2018-07-27,6146.96,6155.74,6108.77,6118.64,135642155.0
2018-07-30,6104.08,6117.47,6000.56,6027.29,122703470.0
2018-07-31,6013.56,6046.09,5999.39,6028.46,98909001.0
2018-08-01,6035.85,6064.14,5942.73,5942.73,114097111.0
2018-08-02,5918.42,5918.42,5665.21,5795.94,137299543.0
2018-08-03,5779.41,5808.95,5732.29,5732.33,102375502.0
2018-08-06,5709.39,5739.53,5588.6,5622.13,104133537.0
2018-08-07,5623.52,5764.88,5590.77,5764.85,111539005.0
2018-08-08,5751.52,5762.82,5674.8,5680.19,120181785.0
2018-08-09,5657.29,5818.94,5642.96,5798.37,126127191.0
2018-08-10,5791.03,5834.38,5781.55,5831.35,105978186.0
2018-08-13,5766.4,5846.73,5737.6,5845.7,102120574.0
2018-08-14,5836.07,5861.45,5820.0,5840.34,100619311.0
2018-08-15,5836.52,5839.78,5729.43,5734.57,103230980.0
2018-08-16,5672.8,5737.32,5617.57,5674.45,96986227.0
2018-08-17,5707.05,5732.58,5561.84,5573.29,95963297.0
2018-08-20,5562.31,5600.17,5485.72,5600.17,89067741.0
2018-08-21,5596.52,5666.99,5581.65,5661.48,88643526.0
2018-08-22,5648.45,5648.45,5592.14,5597.42,82347457.0
2018-08-23,5589.99,5647.44,5581.36,5629.14,81967053.0
2018-08-24,5621.9,5648.08,5601.39,5615.26,79513923.0
2018-08-27,5616.82,5725.06,5616.82,5725.06,97441111.0
2018-08-28,5725.75,5741.85,5711.23,5734.14,93664235.0
2018-08-29,5730.87,5730.87,5693.5,5709.04,83946039.0
2018-08-30,5702.98,5714.09,5618.19,5620.78,86894490.0
2018-08-31,5608.15,5616.75,5554.2,5564.31,77114850.0
2018-09-03,5555.44,5561.53,5477.31,5561.53,79400552.0
2018-09-04,5555.75,5630.4,5550.25,5622.78,89342211.0
2018-09-05,5612.18,5631.43,5545.97,5546.13,93186685.0
2018-09-06,5529.97,5582.37,5504.81,5527.67,84910798.0
2018-09-07,5528.54,5597.87,5502.91,5538.99,93231295.0
2018-09-10,5533.09,5533.29,5431.73,5435.49,92774668.0
2018-09-11,5429.72,5470.64,5403.3,5447.62,82121075.0
2018-09-12,5444.51,5479.59,5426.32,5445.71,78567895.0
2018-09-13,5476.42,5501.89,5420.15,5490.82,87371937.0
2018-09-14,5493.75,5498.19,5436.67,5438.61,89456248.0
2018-09-17,5418.15,5418.24,5343.37,5359.46,83078930.0
2018-09-18,5344.74,5448.86,5340.62,5448.85,96217235.0
2018-09-19,5439.02,5534.94,5429.76,5505.75,118110057.0
2018-09-20,5498.75,5518.19,5480.93,5487.86,105085809.0
2018-09-21,5493.91,5550.84,5472.36,5547.9,113560892.0
2018-09-25,5520.09,5547.15,5503.95,5530.68,89307315.0
2018-09-26,5530.41,5573.09,5521.4,5548.96,102924976.0
2018-09-27,5545.02,5545.02,5456.79,5456.82,112261233.0
2018-09-28,5459.3,5504.91,5453.41,5504.91,88889159.0
2018-10-08,5426.34,5428.97,5322.75,5327.91,93302725.0
2018-10-09,5335.3,5376.24,5307.65,5337.77,80728286.0
2018-10-10,5340.76,5364.38,5301.81,5347.3,83841195.0
2018-10-11,5192.51,5194.26,4921.98,4954.61,139330975.0
2018-10-12,4905.62,4934.95,4724.26,4911.96,124352190.0
2018-10-15,4919.5,4960.98,4842.14,4848.36,88014440.0
2018-10-16,4845.01,4879.27,4724.05,4751.21,87973130.0
2018-10-17,4799.45,4829.59,4682.88,4787.15,95119749.0
2018-10-18,4758.91,4758.91,4628.53,4637.25,92920309.0
2018-10-19,4565.18,4729.63,4541.89,4727.43,97996857.0
2018-10-22,4766.47,4993.65,4766.47,4953.61,141541592.0
2018-10-23,4949.45,4972.8,4858.86,4885.99,123296067.0
2018-10-24,4866.28,4935.8,4848.89,4889.96,99778465.0
2018-10-25,4749.63,4864.47,4721.19,4855.46,105801133.0
2018-10-26,4881.1,4930.72,4859.79,4877.17,104409379.0
2018-10-29,4861.38,4861.79,4787.14,4809.33,84193335.0
2018-10-30,4800.18,4882.86,4745.51,4862.62,100539187.0
2018-10-31,4868.67,4958.48,4867.38,4934.57,114320923.0
2018-11-01,4957.28,5026.85,4954.81,4959.49,133281978.0
2018-11-02,5011.91,5090.51,5011.91,5090.51,147214629.0
2018-11-05,5087.43,5151.9,5062.02,5133.98,156648205.0
2018-11-06,5120.21,5138.83,5071.96,5138.14,134664124.0
2018-11-07,5135.93,5181.7,5120.65,5125.31,141554109.0
2018-11-08,5148.77,5169.1,5110.98,5115.12,135433013.0
2018-11-09,5097.34,5138.51,5084.08,5107.88,121796490.0
2018-11-12,5105.86,5255.84,5103.25,5255.84,159280984.0
2018-11-13,5204.47,5388.75,5193.77,5359.92,224019331.0
2018-11-14,5358.02,5429.15,5350.1,5364.79,207080213.0
2018-11-15,5368.71,5463.56,5367.22,5463.56,188397516.0
2018-11-16,5472.99,5550.99,5464.4,5527.0,207123075.0
2018-11-19,5528.96,5550.91,5478.06,5550.91,194171471.0
2018-11-20,5505.67,5522.8,5395.3,5397.92,184918067.0
2018-11-21,5338.08,5443.29,5329.48,5443.29,157797962.0
2018-11-22,5455.94,5478.15,5430.01,5452.48,147650233.0
2018-11-23,5443.69,5445.51,5200.16,5215.79,173609553.0
2018-11-26,5205.74,5258.19,5183.53,5209.58,120345926.0
2018-11-27,5238.31,5272.78,5213.36,5252.0,120596439.0
2018-11-28,5251.02,5310.4,5173.77,5310.4,137124857.0
2018-11-29,5327.04,5337.54,5181.68,5181.68,143136314.0
2018-11-30,5164.3,5214.72,5097.53,5208.28,123294756.0
2018-12-03,5321.45,5394.05,5306.94,5372.87,166540990.0
2018-12-04,5365.19,5418.75,5354.96,5418.72,155485731.0
2018-12-05,5314.72,5407.24,5297.76,5374.81,150535594.0
2018-12-06,5357.55,5367.42,5277.18,5283.5,136938865.0
2018-12-07,5289.51,5308.94,5260.89,5286.26,111830156.0
2018-12-10,5253.35,5260.56,5202.89,5220.56,105437953.0
2018-12-11,5232.03,5266.56,5229.5,5266.56,102876836.0
2018-12-12,5278.65,5288.53,5251.63,5266.31,107593102.0
2018-12-13,5274.3,5340.95,5245.38,5313.25,127452382.0
2018-12-14,5305.32,5305.43,5175.17,5179.4,128408761.0
2018-12-17,5158.81,5174.98,5105.42,5172.89,103999794.0
2018-12-18,5148.34,5181.29,5091.06,5138.29,103343119.0
2018-12-19,5141.85,5146.7,5067.08,5075.08,98513509.0
2018-12-20,5063.51,5103.35,5049.93,5096.77,98796469.0
