date,优化版,朴素版,买入持有
2019-03-04,1.0773239104833678,1.0773239104833678,1.0099071570026192
2019-03-05,1.0835451927054207,1.0835451927054207,1.0157391239539193
2019-03-06,1.0926542175198184,1.0926542175198184,1.0242781244010988
2019-03-07,1.0815121310573192,1.0815121310573192,1.013833287195758
2019-03-08,1.0385594445338173,1.0385594445338173,0.9735684930048337
2019-03-11,1.059108700326148,1.059108700326148,0.9928318178914417
2019-03-12,1.0663209581280713,1.0663209581280713,0.9995927471731862
2019-03-13,1.057473164698625,1.057473164698625,0.9912986307787313
2019-03-14,1.0501757227494348,1.0501757227494348,0.9844578480015331
2019-03-15,1.0633849445189418,1.0633849445189418,0.9968404633632163
2019-03-18,1.0936934641164735,1.0936934641164735,1.0252523370456337
2019-03-19,1.0886420441835516,1.0886420441835516,1.0205170247652307
2019-03-20,1.0890622859767347,1.0890622859767347,1.0209109686761355
2019-03-21,1.089474009355191,1.089474009355191,1.021296927237495
2019-03-22,1.0885966126383428,1.0885966126383428,1.020474436234322
2019-03-25,1.0627659397154698,1.0627659397154698,0.9962601946295861
2019-03-26,1.0507294197066694,1.0507294197066694,0.9849768957219821
2019-03-27,1.0629249501237013,1.0629249501237013,0.9964092544877664
2019-03-28,1.0586685822319364,1.0586685822319364,0.9924192414982645
2019-03-29,1.0995399360905527,1.0995399360905527,1.0307329486169374
2019-04-01,1.1283861278266707,1.1283861278266707,1.0577740039607333
2019-04-02,1.1276365073307228,1.1276365073307228,1.057071293200741
2019-04-03,1.1420808992355986,1.1420808992355986,1.0706117842465024
2019-04-04,1.1534586618388691,1.1534586618388691,1.0812775494559315
2019-04-08,1.152038926051089,1.152038926051089,1.079946657865037
2019-04-09,1.1572067643186088,1.1572067643186088,1.084791103255893
2019-04-10,1.1601654937003427,1.1601654937003427,1.0875646813313173
2019-04-11,1.1351014781028712,1.1351014781028712,1.0640691211856645
2019-04-12,1.1325573115711691,1.1325573115711691,1.0616841634547816
2019-04-15,1.128837603807185,1.128837603807185,1.0581972274866378
2019-04-16,1.1601484568708895,1.1601484568708895,1.0875487106322268
2019-04-17,1.160560180249346,1.160560180249346,1.087934669193586
2019-04-18,1.1562555413407964,1.1562555413407964,1.0838994058899938
2019-04-19,1.170035496896991,1.170035496896991,1.0968170396712165
2019-04-22,1.1430605169291674,1.1430605169291674,1.0715300994442196
2019-04-23,1.1411864656892976,1.1411864656892976,1.069773322544239
2019-04-24,1.1443326001950185,1.1443326001950185,1.0727225783096612
2019-04-25,1.119268584597547,1.119268584597547,1.0492270181640084
2019-04-26,1.104347161467977,1.104347161467977,1.0352393475437065
2019-04-29,1.1074876170305468,1.1074876170305468,1.0381832797427653
2019-04-30,1.1111448564198687,1.1111448564198687,1.0416116564809097
2019-05-06,1.0462373756741337,1.0462373756741337,0.9807659547283916
2019-05-07,1.056473670704029,1.056473670704029,0.9903616830987415
2019-05-08,1.0413648424504722,1.0413648424504722,0.9761983347884414
2019-05-09,1.022124583054475,1.022124583054475,0.9581620919486381
2019-05-10,1.0592506739049272,1.0592506739049272,0.9929649070505312
2019-05-13,1.0417254553405684,1.0417254553405684,0.9765363812525286
2019-05-14,1.035029981365397,1.035029981365397,0.9702598965098699
2019-05-15,1.0582966114555388,1.0582966114555388,0.9920705479014501
2019-05-16,1.0630868000035092,1.0630868000035092,0.9965609761291284
2019-05-17,1.0360550306041743,1.0360550306041743,0.9712208002384958
2019-05-20,1.0272611871346637,1.0272611871346637,0.9629772577244947
2019-05-21,1.0411717583833342,1.0411717583833342,0.9760173335320799
2019-05-22,1.036231077841859,1.036231077841859,0.9713858307957667
2019-05-23,1.017655254794543,1.017655254794543,0.9539724452205021
2019-05-24,1.0204805290122256,1.0204805290122256,0.9566209194863823
2019-05-27,1.0327726014628265,1.0327726014628265,0.9681437788803474
2019-05-28,1.0427277888067412,1.0427277888067412,0.9774759907157002
2019-05-29,1.040356830041148,1.040356830041148,0.9752534017589063
2019-05-30,1.0339027111498993,1.0339027111498993,0.9692031685866995
2019-05-31,1.030668553025336,1.030668553025336,0.9661713975426417
2019-06-03,1.0312989157151105,1.0312989157151105,0.966762313408999
2019-06-04,1.0217753280506807,1.0217753280506807,0.957834692617278
2019-06-05,1.0213891599164047,1.0213891599164047,0.9574726901045548
2019-06-06,1.0121807535968623,1.0121807535968623,0.9488405272460125
2019-06-10,1.0252593596738935,1.0252593596738935,0.9611007005813333
2019-06-11,1.056078984155026,1.056078984155026,0.9899916952364728
2019-06-12,1.0480773532550967,1.0480773532550967,0.9824907902301909
2019-06-13,1.0464560149854516,1.0464560149854516,0.9809709120333894
2019-06-14,1.037792787208417,1.037792787208417,0.9728498115457507
2019-06-17,1.0377757503789635,1.0377757503789635,0.97283384084666
2019-06-18,1.0414102739956808,1.0414102739956808,0.9762409233193501
2019-06-19,1.0551306006487888,1.0551306006487888,0.9891026596537552
2019-06-20,1.0870973716464476,1.0870973716464476,1.0190690147143373
2019-06-21,1.0886363652404012,1.0886363652404012,1.0205117011988671
2019-06-24,1.0907176979052868,1.0907176979052868,1.0224627882711186
2019-06-25,1.0793711694893475,1.0793711694893475,1.0118263026766892
2019-06-26,1.0773892183296063,1.0773892183296063,1.0099683780158002
2019-06-27,1.0888862387390503,1.0888862387390503,1.0207459381188646
2019-06-28,1.086265406474808,1.086265406474808,1.0182891122420732
2019-07-01,1.1175620621806346,1.1175620621806346,1.047627286471753
2019-07-02,1.1179482303149109,1.1179482303149109,1.0479892889844764
2019-07-03,1.1055567763591654,1.1055567763591654,1.0363732671791486
2019-07-04,1.0997557359302954,1.0997557359302954,1.0309352441387534
2019-07-05,1.1054630737971718,1.1054630737971718,1.0362854283341496
2019-07-08,1.0797914112825302,1.0797914112825302,1.012220246587594
2019-07-09,1.077048481740539,1.077048481740539,1.0096489640339856
2019-07-10,1.0752340594037557,1.0752340594037557,1.0079480845808222
2019-07-11,1.0748024597242705,1.0748024597242705,1.0075434935371903
2019-07-12,1.081478057398413,1.081478057398413,1.0138013457975767
2019-07-15,1.0858678804542294,1.0858678804542294,1.0179164625966226
2019-07-16,1.080941397270632,1.080941397270632,1.0132982687762186
2019-07-17,1.0803167135240088,1.0803167135240088,1.0127126764762249
2019-07-18,1.070026468534178,1.070026468534178,1.003066374225421
2019-07-19,1.081259418087095,1.081259418087095,1.013596388492579
2019-07-22,1.0737972867865222,1.0737972867865222,1.006601222290837
2019-07-23,1.0761341718932085,1.0761341718932085,1.0087918698494496
2019-07-24,1.084629870847285,1.084629870847285,1.0167559251293625
2019-07-25,1.0935003800493357,1.0935003800493357,1.025071335789272
2019-07-26,1.095629983731006,1.095629983731006,1.0270676731756139
2019-07-29,1.094409010953515,1.094409010953515,1.0259231064074443
2019-07-30,1.0989663628322894,1.0989663628322894,1.0301952684142162
2019-07-31,1.0890395702041302,1.0890395702041302,1.0208896744106812
2019-08-01,1.079984495349668,1.079984495349668,1.0124012478439555
2019-08-02,1.0640749361118031,1.0640749361118031,0.997487276676391
2019-08-05,1.0437017275571574,1.0437017275571574,0.978388982347054
2019-08-06,1.0325255674357516,1.0325255674357516,0.9679122037435318
2019-08-07,1.0282947547881667,1.0282947547881667,0.963946146802666
2019-08-08,1.041884465748799,1.041884465748799,0.9766854411107089
2019-08-09,1.031730515394595,1.031730515394595,0.967166904452631
2019-08-12,1.0503489305155445,1.0503489305155445,0.9846202167756223
2019-08-13,1.0408792928110506,1.0408792928110506,0.9757431698643555
2019-08-14,1.0403588531646453,1.0403588531646453,0.9801750388620345
2019-08-15,1.0403588531646453,1.0403588531646453,0.9832627073529099
2019-08-16,1.0403588531646453,1.0403588531646453,0.9876652967355891
2019-08-19,1.0403588531646453,1.0403588531646453,1.0091059602649006
2019-08-20,1.0403588531646453,1.0403588531646453,1.0082116011158195
2019-08-21,1.0403588531646453,1.0403588531646453,1.0066225165562914
2019-08-22,1.0403588531646453,1.0403588531646453,1.0097501117948937
2019-08-23,1.0403588531646453,1.0403588531646453,1.017030088797087
2019-08-26,1.0403588531646453,1.0403588531646453,1.0024035902131556
2019-08-27,1.0403588531646453,1.0403588531646453,1.0159893315730073
2019-08-28,1.0403588531646453,1.0403588531646453,1.0121643491407764
2019-08-29,1.0403588531646453,1.0403588531646453,1.0088663997785396
2019-08-30,1.0403588531646453,1.0403588531646453,1.0113684759694215
2019-09-02,1.0403588531646453,1.0403588531646453,1.02433934541428
2019-09-03,1.0403588531646453,1.0403588531646453,1.0257474287174464
2019-09-04,1.0403588531646453,1.0403588531646453,1.0343689444432613
2019-09-05,1.0403588531646453,1.0403588531646453,1.0448350759140563
2019-09-06,1.0403588531646453,1.0403588531646453,1.0510077511126255
2019-09-09,1.0403588531646453,1.0403588531646453,1.057513149208918
2019-09-10,1.0403588531646453,1.0403588531646453,1.0538718298162304
2019-09-11,1.0403588531646453,1.0403588531646453,1.0461074082749515
2019-09-12,1.0403588531646453,1.0403588531646453,1.057361427567556
2019-09-16,1.0403588531646453,1.0403588531646453,1.0534592534230531
2019-09-17,1.0403588531646453,1.0403588531646453,1.0357583952641554
2019-09-18,1.0403588531646453,1.0403588531646453,1.0407785183450096
2019-09-19,1.0436434888825752,1.0436434888825752,1.044584868294968
2019-09-20,1.0466406150833272,1.0466406150833272,1.0475846979408445
2019-09-23,1.0346760447397756,1.0346760447397756,1.035609335405975
2019-09-24,1.0374471232678888,1.0374471232678888,1.0383829134813993
2019-09-25,1.029442376272092,1.029442376272092,1.030370946104214
2019-09-26,1.0215067732702785,1.0215067732702785,1.0224281850897552
2019-09-27,1.0245677246962461,1.0245677246962461,1.0254918975319947
2019-09-30,1.0144301514244927,1.0144301514244927,1.0153451800430144
2019-10-08,1.0205866262734196,1.0205866262734196,1.0215072081088563
2019-10-09,1.0220652439909155,1.0220652439909155,1.022987159557931
2019-10-10,1.0304157109566305,1.0304157109566305,1.031345158748749
2019-10-11,1.0402793676368336,1.0402793676368336,1.0412177125700048
2019-10-14,1.0513184722147582,1.0513184722147582,1.0522667745576115
2019-10-15,1.0468001781463665,1.0468001781463665,1.047744404931752
2019-10-16,1.0431940529216819,1.0431940529216819,1.0441350269372458
2019-10-17,1.0438668771708302,1.0438668771708302,1.0448084580822383
2019-10-18,1.029016874770654,1.029016874770654,1.029945060795128
2019-10-21,1.0320645292747017,1.0320645292747017,1.0329954643214583
2019-10-22,1.0360642433882161,1.0360642433882161,1.036998786226869
2019-10-23,1.0294689701159316,1.0294689701159316,1.0303975639360319
2019-10-24,1.0293599353561882,1.0293599353561882,1.0302884308255786
2019-10-25,1.0363062473671587,1.0363062473671587,1.0372410084964119
2019-10-28,1.0442312128314362,1.0442312128314362,1.0451731223781435
2019-10-29,1.0398804599792355,1.0398804599792355,1.0408184450927365
2019-10-30,1.0348276296496628,1.0348276296496628,1.0357610570473372
2019-10-31,1.033636225445637,1.033636225445637,1.0345685781818956
2019-11-01,1.0510924245421192,1.0510924245421192,1.0520405229871594
2019-11-04,1.0579350205621143,1.0579350205621143,1.058889291113903
2019-11-05,1.064501040606175,1.064501040606175,1.0654612337897404
2019-11-06,1.0597327644056886,1.0597327644056886,1.0606886565447924
2019-11-07,1.0615916740900946,1.0615916740900946,1.062549242988863
2019-11-08,1.0565760751418976,1.0565760751418976,1.0575291199080088
2019-11-11,1.0379524063008458,1.0379524063008458,1.0388886522859393
2019-11-12,1.0381412225921087,1.0381412225921087,1.0390776388918463
2019-11-13,1.03715459098565,1.03715459098565,1.0380901173314026
2019-11-14,1.0387183090034338,1.0387183090034338,1.0396552458422947
2019-11-15,1.031067260130707,1.031067260130707,1.0319972956282872
2019-11-18,1.0392688015709188,1.0392688015709188,1.040206234960925
2019-11-19,1.0496696538966868,1.0496696538966868,1.0506164689849022
2019-11-20,1.039250185880231,1.039250185880231,1.0401876024786525
2019-11-21,1.034394149995073,1.034394149995073,1.0353271863887055
2019-11-22,1.0238603284501058,1.0238603284501058,1.0247838632056385
2019-11-25,1.0313651111817135,1.0313651111817135,1.0322954153446477
2019-11-26,1.0349393237937903,1.0349393237937903,1.0358728519409723
2019-11-27,1.0306763306262612,1.0306763306262612,1.0316060135005642
2019-11-28,1.0271340306267922,1.0271340306267922,1.0280605183024212
2019-11-29,1.0181905209434483,1.0181905209434483,1.0191089414620642
2019-12-02,1.0201558060032136,1.0201558060032136,1.0210759992334064
2019-12-03,1.024152860732344,1.024152860732344,1.0250766593556355
2019-12-04,1.023815118915578,1.023815118915578,1.0247386128915483
2019-12-05,1.0316709403858717,1.0316709403858717,1.0326015204105534
2019-12-06,1.0377955026221906,1.0377955026221906,1.0387316070782138
2019-12-09,1.0359498898597044,1.0359498898597044,1.036884329550052
2019-12-10,1.0372609663610093,1.0372609663610093,1.0381965886586741
2019-12-11,1.0378912404600138,1.0378912404600138,1.0388274312727581
2019-12-12,1.0347717825775986,1.0347717825775986,1.0357051596005196
2019-12-13,1.0553022300219679,1.0553022300219679,1.0562541257639317
2019-12-16,1.0604428200362122,1.0604428200362122,1.0613993526543302
2019-12-17,1.0748699803193347,1.0748699803193347,1.0758395264155363
2019-12-18,1.0724712156049796,1.0724712156049796,1.0734385979855625
2019-12-19,1.0709739821967956,1.0709739821967956,1.0719400140542152
2019-12-20,1.0683411916566499,1.0683411916566499,1.069304848704244
2019-12-23,1.0550043789709616,1.0550043789709616,1.0559560060475712
2019-12-24,1.0618815469879486,1.0618815469879486,1.0628393773556781
2019-12-25,1.0613257356516954,1.0613257356516954,1.0622830646706842
2019-12-26,1.0706654936082531,1.0706654936082531,1.0716312472051275
2019-12-27,1.069612377392195,1.069612377392195,1.0705771810651392
2019-12-30,1.0854623083207497,1.0854623083207497,1.0864414088286025
2019-12-31,1.0894380879748085,1.0894380879748085,1.0904207746853771
2020-01-02,1.1042402214560727,1.1042402214560727,1.1052362598752155
2020-01-03,1.1023041896245311,1.1023041896245311,1.1032984817188731
2020-01-06,1.0981395936792095,1.0981395936792095,1.0991301292561912
2020-01-07,1.1063650695788771,1.1063650695788771,1.107363024637465
2020-01-08,1.0936239589952017,1.0936239589952017,1.0946104214135133
2020-01-09,1.1074660547138473,1.1074660547138473,1.1084650028747258
2020-01-10,1.1071495879721531,1.1071495879721531,1.108148250676093
2020-01-13,1.1180025356431986,1.1180025356431986,1.1190109878409744
2020-01-14,1.114252803661779,1.114252803661779,1.115257873554652
2020-01-15,1.1080936694284678,1.1080936694284678,1.109093183705628
2020-01-16,1.1033892184531973,1.1033892184531973,1.1043844892570431
2020-01-17,1.104934320780293,1.104934320780293,1.1059309852856627
2020-01-20,1.1131730936018807,1.1131730936018807,1.1141771895828454
2020-01-21,1.0941531764876151,1.0941531764876151,1.0951401162666894
2020-01-22,1.0988390117721978,1.0988390117721978,1.099830178233002
2020-01-23,1.064790913504029,1.064790913504029,1.0657513681565554
2020-02-03,0.9808766986517446,0.9808766986517446,0.9817614616383807
2020-02-04,1.0067471899391573,1.0067471899391573,1.0076552884308254
2020-02-05,1.018153289562072,1.018153289562072,1.0190716764975192
2020-02-06,1.03710140329797,1.03710140329797,1.038036881667767
2020-02-07,1.0371253377574259,1.0371253377574259,1.038060837716403
2020-02-10,1.0414175841531788,1.0414175841531788,1.0423569557718106
2020-02-11,1.0511110402328065,1.0511110402328065,1.052059155469432
2020-02-12,1.0596130921084088,1.0596130921084088,1.060568876301612
2020-02-13,1.05309494098326,1.05309494098326,1.0540448457230467
2020-02-14,1.060490688955124,1.060490688955124,1.0614472647516024
2020-02-17,1.0843427074950915,1.0843427074950915,1.0853207981090691
2020-02-18,1.079047873186576,1.079047873186576,1.080021187794127
2020-02-19,1.0773990548685048,1.0773990548685048,1.0783708822214177
2020-02-20,1.1022244080930113,1.1022244080930113,1.1032186282234193
2020-02-21,1.1035088907504762,1.1035088907504762,1.1045042695002234
2020-02-24,1.0990810157511401,1.0990810157511401,1.1000724005025446
2020-02-25,1.096690229189937,1.096690229189937,1.0976794574221163
2020-02-26,1.0831725783661377,1.0831725783661377,1.084149613509082
2020-02-27,1.0863266082455447,1.0863266082455447,1.087306488362684
2020-02-28,1.04781074421228,1.04781074421228,1.0487558825408319
2020-03-02,1.0822816845975025,1.0822816845975025,1.0832579161431826
2020-03-03,1.0880498893263675,1.0880498893263675,1.0890313238644833
2020-03-04,1.0943499709320297,1.0943499709320297,1.0953370882221418
2020-03-05,1.1187312069644104,1.1187312069644104,1.1197403164327846
2020-03-06,1.1005888866968603,1.1005888866968603,1.1015816315666191
2020-03-09,1.0629905102760706,1.0629905102760706,1.0639493409424843
2020-03-10,1.085754840602988,1.085754840602988,1.0867342049785993
2020-03-11,1.0713143833979457,1.0713143833979457,1.072280722301484
2020-03-12,1.0506988356532887,1.0506988356532887,1.0516465790762548
2020-03-13,1.0359126584783283,1.0359126584783283,1.036847064585507
2020-03-16,0.9913759481997201,0.9913759481997201,0.9922701816400843
2020-03-17,0.986546506158402,0.986546506158402,0.9874363833819552
2020-03-18,0.9670213060111792,0.9670213060111792,0.9678935712612594
2020-03-19,0.9544769898719186,0.9544769898719186,0.95533793999276
2020-03-20,0.9715316219264188,0.9715316219264188,0.9724079555375736
2020-03-23,0.9388451284628508,0.9388451284628508,0.9396919784502034
2020-03-24,0.9640560924230352,0.9640560924230352,0.9649256830135644
2020-03-25,0.9899611557074397,0.9899611557074397,0.9908541129873725
2020-03-26,0.989466175129586,0.989466175129586,0.9843407295415345
2020-03-27,0.989466175129586,0.989466175129586,0.9875375311428631
2020-03-30,0.989466175129586,0.989466175129586,0.9779684206043313
2020-03-31,0.989466175129586,0.989466175129586,0.9811758693383871
2020-04-01,0.989466175129586,0.989466175129586,0.9782266135729647
2020-04-02,0.989466175129586,0.989466175129586,0.9940509145887013
2020-04-03,0.989466175129586,0.989466175129586,0.9883786546283085
2020-04-07,0.989466175129586,0.989466175129586,1.0109505760098805
2020-04-08,0.989466175129586,0.989466175129586,1.0062445433444773
2020-04-09,0.989466175129586,0.989466175129586,1.0095637869721683
2020-04-10,0.989466175129586,0.989466175129586,1.0032739933136006
2020-04-13,0.989466175129586,0.989466175129586,0.9990364344881923
2020-04-14,0.989466175129586,0.989466175129586,1.0183183918570728
2020-04-15,0.989466175129586,0.989466175129586,1.0107748983198825
2020-04-16,0.989466175129586,0.989466175129586,1.0121111134771406
2020-04-17,0.989466175129586,0.989466175129586,1.0219889908647601
2020-04-20,0.989466175129586,0.989466175129586,1.0257075019697195
2020-04-21,0.989466175129586,0.989466175129586,1.013620344541215
2020-04-22,0.989466175129586,0.989466175129586,1.0219597112497605
2020-04-23,0.989466175129586,0.989466175129586,1.0193964140456975
2020-04-24,0.989466175129586,0.989466175129586,1.0106710887757926
2020-04-27,0.989466175129586,0.989466175129586,1.0175384893848087
2020-04-28,0.989466175129586,0.989466175129586,1.0245602734183685
2020-04-29,0.989466175129586,0.989466175129586,1.0293195417474075
2020-04-30,0.989466175129586,0.989466175129586,1.041443964140457
2020-05-06,0.989466175129586,0.989466175129586,1.047744404931752
2020-05-07,0.989466175129586,0.989466175129586,1.0447206192372394
2020-05-08,0.989466175129586,0.989466175129586,1.0550297055003086
2020-05-11,0.989466175129586,0.989466175129586,1.0541140520857732
2020-05-12,0.989466175129586,0.989466175129586,1.054130022784864
2020-05-13,0.989466175129586,0.989466175129586,1.0562621111134771
2020-05-14,0.989466175129586,0.989466175129586,1.0448084580822383
2020-05-15,0.989466175129586,0.989466175129586,1.04150784693682
2020-05-18,0.989466175129586,0.989466175129586,1.0441935861672451
2020-05-19,0.989466175129586,0.989466175129586,1.0530679712953301
2020-05-20,0.989466175129586,0.989466175129586,1.0474702412640275
2020-05-21,0.989466175129586,0.989466175129586,1.0417660399054534
2020-05-22,0.989466175129586,0.989466175129586,1.0178818594152594
2020-05-25,0.989466175129586,0.989466175129586,1.0192819573688805
2020-05-26,0.989466175129586,0.989466175129586,1.0308474052937544
2020-05-27,0.989466175129586,0.989466175129586,1.0236180021720152
2020-05-28,0.989466175129586,0.989466175129586,1.0265512872383467
2020-05-29,0.989466175129586,0.989466175129586,1.0293168799642256
2020-06-01,0.989466175129586,0.989466175129586,1.05708460211665
2020-06-02,0.989466175129586,0.989466175129586,1.0603399629479782
2020-06-03,0.989466175129586,0.989466175129586,1.0603612572134324
2020-06-04,0.989466175129586,0.989466175129586,1.059972636868891
2020-06-05,0.989466175129586,0.989466175129586,1.0650459956133813
2020-06-08,0.989466175129586,0.989466175129586,1.0705558867996847
2020-06-09,0.989466175129586,0.989466175129586,1.077231639019612
2020-06-10,0.989466175129586,0.989466175129586,1.0752832137305424
2020-06-11,0.989466175129586,0.989466175129586,1.0636166180447606
2020-06-12,0.989466175129586,0.989466175129586,1.0655331019356487
2020-06-15,0.989466175129586,0.989466175129586,1.0527325866144246
2020-06-16,0.989466175129586,0.989466175129586,1.0685914908115244
2020-06-17,0.9897157777613863,0.9897157777613863,1.0693953493324249
2020-06-18,0.9963153774433418,0.9963153774433418,1.076526266476438
2020-06-19,1.009699336036871,1.009699336036871,1.0909877345030983
2020-06-22,1.0105221304727696,1.0105221304727696,1.0918767700858159
2020-06-23,1.0153849933963157,1.0153849933963157,1.0971311300866675
2020-06-24,1.0196221383955555,1.0196221383955555,1.1017093971593448
2020-06-29,1.0124116015276632,1.0124116015276632,1.0939183577862481
2020-06-30,1.025773389013638,1.025773389013638,1.1083558697642724
2020-07-01,1.0464220805157474,1.0464220805157474,1.130666936394029
2020-07-02,1.0681152775292972,1.0681152775292972,1.1541065990928643
2020-07-03,1.0887491882930374,1.0887491882930374,1.1764016950235303
2020-07-06,1.1504563075290593,1.1504563075290593,1.2430767019441664
2020-07-07,1.1573638392603782,1.1573638392603782,1.2505403419859031
2020-07-08,1.1760540829285366,1.1760540829285366,1.2707352909861374
2020-07-09,1.19250258127733,1.19250258127733,1.2885080172909436
2020-07-10,1.1709128494323662,1.1709128494323662,1.2651801494857435
2020-07-13,1.1955055346227212,1.1955055346227212,1.2917527309895445
2020-07-14,1.184107121883487,1.184107121883487,1.279436660207406
2020-07-15,1.1687794961943767,1.1687794961943767,1.2628750452503141
2020-07-16,1.1125584943498121,1.1125584943498121,1.2021278294755222
