方案,总收益,年化,年化波动,夏普,最大回撤,卡玛
国证2000优化版,0.5711726510514177,0.05666985308154704,0.15849134404613735,0.4272302044739525,-0.283367516770771,0.1999871182390672
国证2000买入持有,0.30138481804471273,0.03266034430346343,0.25022961315425374,0.25440433627621667,-0.42680424528301886,0.07652300712661837
中证1000优化版,0.3748306737289617,0.039600318770403264,0.1546244618837063,0.32856177544904813,-0.23743358090180378,0.16678482723461474
中证1000买入持有,0.07344427309902479,0.008683924316574387,0.24602107101440313,0.15871675128800272,-0.46708466673783666,0.018591756345211957
沪深300(大盘基准),0.237513575094227,0.026339625101230002,0.19146701021553014,0.23164098536848393,-0.45602577259234267,0.05775907127243861
