date,v1.1双周+熔断,v1.0周度,等权持有,沪深300
2020-10-23,1.7517635585469027,1.72919155671362,1.7668597926558955,1.2805906714939397
2020-10-26,1.733226378033179,1.7169678511724367,1.7498526674274413,1.2731950648913593
2020-10-27,1.7685315122939886,1.7331841304069502,1.7659615014707661,1.2753771080871297
2020-10-28,1.8145043811435908,1.7782381462192312,1.7801998223127098,1.285687533585553
2020-10-29,1.841199648158283,1.804399858818192,1.791295254197346,1.2953628868105802
2020-10-30,1.79471267973645,1.7588420186669917,1.7512699312098536,1.2743050843777648
2020-11-02,1.7952306343337765,1.7593496209811812,1.7583303183059447,1.2812257437673356
2020-11-03,1.8239164123693534,1.7868756106733548,1.7854984906493734,1.2966221754210747
2020-11-04,1.8328571790966541,1.7997425648678584,1.7982688172295336,1.3064196579294474
2020-11-05,1.8505659441120808,1.8280887186921289,1.8195215175873238,1.3258110741406168
2020-11-06,1.8242534035251083,1.8195061425480343,1.8067097890238406,1.325976627169152
2020-11-09,1.87056816398639,1.8614607830488505,1.8462589315150313,1.3519304568720791
2020-11-10,1.8870172872062068,1.883232254195621,1.8276965640457397,1.3444751426198631
2020-11-11,1.8800746187470228,1.8763035115385363,1.8028472159939897,1.3311820486237387
2020-11-12,1.9051422803303166,1.9013208916923836,1.8143451191738234,1.3321482269542042
2020-11-13,1.8460063964380427,1.842303624240012,1.7999249508185131,1.3181413551465282
2020-11-16,1.886668503792301,1.882884170381419,1.8162019744901907,1.3309839277863118
2020-11-17,1.8803642949119344,1.8765926066627472,1.8049264763952428,1.3284382107245796
2020-11-18,1.8748425902363992,1.8710819775796899,1.793635368149924,1.327591447693385
2020-11-19,1.8889958869397867,1.8852068851975115,1.8033170812024262,1.337448637851393
2020-11-20,1.915919012033803,1.912076007120534,1.8187204277811149,1.3416010334851356
2020-11-23,1.9521887779291327,1.9482730220865898,1.8339046515672839,1.3583571711601197
2020-11-24,1.9479263570166236,1.9440191508593263,1.820329378277449,1.350014384115594
2020-11-25,1.88707357153203,1.8832884256247404,1.791509598422052,1.3327561593868567
2020-11-26,1.9151097523008005,1.9112683706237488,1.7972061127695305,1.3351688912289463
2020-11-27,1.9400969781503294,1.9362054763841166,1.8097771539567122,1.3517730457957675
2020-11-30,1.907828066340151,1.904001290476157,1.7976078912808144,1.3462039504752186
2020-12-01,1.9447937486529465,1.9402581588738859,1.831222020420582,1.3752028703095571
2020-12-02,1.9327723430263943,1.928264789209773,1.8304478456728586,1.3752137262458546
2020-12-03,1.9504232320038046,1.928264789209773,1.8479096346750592,1.3724780302989184
2020-12-04,1.9864985889099287,1.929650036903171,1.8622556053452892,1.3748826201887847
2020-12-07,1.9587303290649511,1.8919561562539873,1.8456103251284253,1.3630279377520613
2020-12-08,1.9806918020424682,1.8885894866223596,1.8578797481765632,1.3596734534361754
2020-12-09,1.964009743982862,1.8726831454974517,1.8335080962192845,1.3414409084247494
2020-12-10,1.9593594888369825,1.868249127560101,1.826492937402998,1.3408492598965431
2020-12-11,1.9586546325563736,1.867577047148719,1.818315659961499,1.3270377949422194
2020-12-14,1.9895722183333047,1.8970569628982794,1.8363031047275817,1.339307716942317
2020-12-15,1.983331187551651,1.8898414358680466,1.8435356010731396,1.3420922646025915
2020-12-16,2.0081271292596323,1.9120748645253176,1.8489120458298156,1.3444724286357888
2020-12-17,2.0412903097423385,1.9658925625804167,1.879648052388101,1.3617360813326747
2020-12-18,2.0249153518800527,1.9658925625804167,1.8718876147643775,1.356983895218503
2020-12-21,2.032300163520753,1.9967936933191492,1.8943887264710702,1.3697043385749412
2020-12-22,2.029450792517819,1.9953764927176045,1.8679533009113636,1.3474306712768211
2020-12-23,2.029715374650761,1.9956366325398718,1.8743912551962763,1.358924393831657
2020-12-24,2.0029699560287746,1.969340267137489,1.8625650033535703,1.3569974651388748
2020-12-25,2.0187347693768594,1.984840390659983,1.8761699520206596,1.3683934842670344
2020-12-28,2.0551274411244274,2.0206220326588973,1.8851222359035245,1.3744728085935591
2020-12-29,2.031185946135924,1.9970825132595096,1.8782490666328193,1.368645884785948
2020-12-30,2.0819827166440983,2.0470264104713416,1.9039103855842052,1.3878527500800626
2020-12-31,2.123020032706121,2.087374713616348,1.9343514880156194,1.4143358066774865
2021-01-04,2.2024683394803355,2.165489090327501,1.9644000141195712,1.4296508188089954
2021-01-05,2.256543677350556,2.2186565080445546,1.982438624795847,1.4570023503102085
2021-01-06,2.2680757397461337,2.2299949481296877,1.9904039450204452,1.4703470100037455
2021-01-07,2.314999289046443,2.2761306551761007,2.0034029595685463,1.4963985431333489
2021-01-08,2.2781097604914367,2.23986049855172,1.9961802363289114,1.4914509501658246
2021-01-11,2.2218177050053884,2.1845135817120847,1.9650376070528859,1.4767221585943733
2021-01-12,2.296200001689235,2.2576470061954437,2.0113961815323567,1.5188404774440785
2021-01-13,2.266645390562882,2.2285886143830598,1.9903639453650415,1.513852174715439
2021-01-14,2.204925421660608,2.167904918314692,1.9650552890678328,1.4846741319321939
