,count,mean,std,min,25%,50%,75%,max,skew,kurt
mom_1,1890.0,0.0007162041173487423,0.015051912721764014,-0.07146638433033359,-0.006702566182608893,0.0,0.007283576553505533,0.22675879396984921,2.462599101635551,32.42630459055853
mom_3,1890.0,0.0017692870521893718,0.02276257494975027,-0.08167539267015722,-0.011182057024722164,0.0,0.014092343377773986,0.20704573547589633,0.7359975067649467,4.569347106775041
mom_5,1890.0,0.0027882303878208883,0.02771204501491699,-0.11280487804878037,-0.0142014694096185,0.0010438691952648904,0.019008555133079863,0.1923076923076925,0.39028993060780853,2.121286110378284
mom_10,1890.0,0.005488063449928512,0.03755972252053005,-0.13152804642166338,-0.01752719564869626,0.002899325662195973,0.026404599685650232,0.18137254901960786,0.3218511167842644,0.8641160562077581
mom_20,1890.0,0.011289969543587556,0.051112525145593744,-0.17021276595744683,-0.022876458996666016,0.0076936411388756065,0.04343659536375727,0.2230392156862746,0.2717332371860736,0.2413616754851211
mom_60,1890.0,0.0348269879345209,0.08529631722370433,-0.20036429872495454,-0.022905676995006063,0.027769768910247628,0.08667223217883668,0.2970204841713222,0.31168601486950115,-0.016391010116286076
logret_1,1890.0,0.0006052855264379282,0.014807724618116342,-0.0741486945693813,-0.006725129375059967,0.0,0.007257179382118313,0.20437556447235058,1.918769061717034,23.80825130230514
logret_5,1890.0,0.0024047287177884616,0.02753082182894081,-0.11969034121265108,-0.014303275323785527,0.0010433245863224931,0.01883014980996605,0.17589066646366439,0.23195706483128908,1.8220321492450449
ma_bias_5,1890.0,0.0010610753511796735,0.014510168867086663,-0.06592821386728799,-0.00694136573700846,0.0001102125105871174,0.008674375838956305,0.16001425516748866,1.0877981856844774,9.854507289517267
ma_bias_10,1890.0,0.0022702859966340387,0.020776906897908867,-0.09741161941027651,-0.010134288026950076,0.00020745695131991508,0.014212489387972097,0.17346632217748165,0.4903849966659327,3.452953586169647
ma_bias_20,1890.0,0.004785406365887442,0.02893102619027115,-0.09895083316189064,-0.013587535864658967,0.002939503162809922,0.02039452086916995,0.16499642090192276,0.32445548637262,0.8578594881886361
ma_bias_60,1890.0,0.015453270332673174,0.04727831395514692,-0.13288789903487916,-0.015259048834824093,0.012386450471739262,0.044000383569431104,0.16198139691327232,0.2517299991465817,0.1968930802248554
ma5_ma20,1890.0,0.0036508907477320034,0.021974355202363467,-0.07937164117413409,-0.010249901002674311,0.0024918458218521344,0.016854511826093932,0.06842065472132242,0.18069906476025113,0.3631425485590527
ma10_ma60,1890.0,0.013026825430316915,0.039042196849272695,-0.10498913208319227,-0.012309555628334828,0.011398286560513005,0.03575759836320458,0.11534718644451658,0.19108231888452,0.03210935089236244
vol_5,1890.0,0.012466923301130486,0.007210419266709241,0.0012734525718611214,0.007609165222165666,0.010855468383668293,0.016055551895225718,0.1048029003531405,2.3291920222958296,17.500168628451966
