,count,mean,std,min,25%,50%,75%,max,skew,kurt
mom_1,1939.0,0.0006582477698765661,0.010448913663876094,-0.09990917347865569,-0.0036101083032491488,0.0,0.005319148936170137,0.054964539007092306,-1.0086492501247766,13.166014852424727
mom_3,1939.0,0.001961321411782496,0.01743120965282594,-0.15739868049010364,-0.005442186944674798,0.0021551724137931494,0.010109526972933436,0.08974358974358987,-0.7618485009849156,8.820163897659144
mom_5,1939.0,0.003237087758660009,0.0224061087362157,-0.16135084427767366,-0.007087175778032251,0.0027624309392264568,0.01336907953529931,0.15087040618955516,-0.16718488777659343,5.9816722579451955
mom_10,1939.0,0.006428465011745102,0.030191156196380253,-0.17755289788408457,-0.00844932191291936,0.005115089514066584,0.019629249079544553,0.2056737588652484,0.37950667783111547,4.793665271693099
mom_20,1939.0,0.013056168357076204,0.041421010759391835,-0.15500945179584125,-0.009070341423282613,0.00877192982456143,0.03291641321978911,0.2713675213675215,0.4082298635376491,2.616603648964031
mom_60,1939.0,0.0418937261597354,0.07311305395852247,-0.21203703703703713,-0.003865684273410608,0.03409090909090895,0.07978628926259856,0.3615560640732265,0.3905547233707805,0.8251314943216186
logret_1,1939.0,0.000603108669712515,0.010505544390882433,-0.10525960239269189,-0.0036166404701885504,0.0,0.005305052229693098,0.05350715404757096,-1.2421075204354055,14.920268074038177
logret_5,1939.0,0.002981396510917145,0.022421113206007495,-0.17596282955227585,-0.007112409113757967,0.0027586224390796607,0.013280501362896331,0.14051853103720066,-0.4417240814605961,6.576159881822765
ma_bias_5,1939.0,0.001221732922642862,0.011063344123800101,-0.10991636798087326,-0.003558810841797822,0.0013748854262142193,0.006041069485360365,0.06918238993710082,-0.9583739219238554,12.314454188133487
ma_bias_10,1939.0,0.0027404647569217594,0.016462923216744762,-0.1449067431850651,-0.004754638376204134,0.0025380710659891493,0.009706171000450294,0.1192626034612379,-0.15992659252279653,8.1970391713284
ma_bias_20,1939.0,0.005842929165217816,0.02338528340455468,-0.16705487748065162,-0.005810200129114193,0.004449238236483202,0.016504763034431304,0.17426485099662775,0.2925894000711801,6.457378527541463
ma_bias_60,1939.0,0.019049966962028403,0.04129747325817288,-0.13405656722199402,-0.003957881625040243,0.01443909663087216,0.03928658260920226,0.25664402126084096,0.5590666615711092,2.3697522349307447
ma5_ma20,1939.0,0.004568804774568493,0.01806661453436975,-0.1030221753916275,-0.004091284968739672,0.003381014304030261,0.012756054657982796,0.09828300769675358,0.15225848280061619,4.856124071173909
ma10_ma60,1939.0,0.016139545148170745,0.033942781507432795,-0.0956871397054555,-0.002626319615622985,0.011865395837149295,0.03433820051942915,0.15243864098411453,0.45787361006727123,1.3628889906517148
vol_5,1939.0,0.00829445943754118,0.006515406992929599,0.0,0.004511075023234245,0.006776240286997173,0.010019751206977918,0.07580258150303579,3.948256494844879,27.525489968641693
vol_10,1939.0,0.008684743763951536,0.005941020264749006,0.0011843736554937416,0.005295007512478318,0.0072320758049005205,0.010218316045713827,0.0543874187615062,3.34692649161413,17.68940569353648
vol_20,1939.0,0.008916608435993052,0.005437756362572144,0.0023697906058326177,0.005795312562858229,0.007454803468609296,0.010486486029110705,0.04035365493071984,2.701892987543252,10.032885290690146
atr_14,1939.0,0.009480458846281264,0.004773834796733646,0.002888574452769679,0.006272092758257039,0.00841016959797652,0.011228503036504854,0.03685487786213167,1.9378118683501113,5.32453409626609
hl_range,1939.0,0.005909050686970989,0.005592003711550437,0.0,0.0027855153203334266,0.005037783375313597,0.007042253521125527,0.1120218579234667,6.58122844445926,87.66487308907381
