,count,mean,std,min,25%,50%,75%,max,skew,kurt
mom_1,1939.0,0.00039075652428941887,0.013781219877190595,-0.09686609686609682,-0.006379601554709902,0.0,0.006849636406286663,0.0983606557377048,0.04694452559049935,6.8943134342983345
mom_3,1939.0,0.0011514133163200023,0.02405474831409561,-0.12188365650969524,-0.0116414593158779,0.0,0.013869652200677152,0.2331288343558282,0.9547266263253067,10.555423351193205
mom_5,1939.0,0.0019213592550352998,0.03143150168393008,-0.13387978142076506,-0.015527058985603803,0.002192982456140413,0.018730977378978886,0.30944625407166115,1.1885627385879003,11.62242780905047
mom_10,1939.0,0.0037000452281501666,0.042896279280230425,-0.1617250673854448,-0.0201840535428488,0.0022883295194506825,0.02629171903365446,0.39072847682119205,1.2752485012966233,8.855556131047377
mom_20,1939.0,0.006767561127157748,0.05914094158626982,-0.16022099447513816,-0.02960771422309888,0.0,0.03575423457973803,0.320754716981132,1.004952157082571,2.940866856951524
mom_60,1939.0,0.018607407795728136,0.10375013133390192,-0.23417721518987344,-0.04879974530404335,0.005235602094240788,0.06742526479368582,0.4564315352697095,0.83921617143835,1.0325539218622626
logret_1,1939.0,0.00029579386703794435,0.013782958453462701,-0.10188444958858514,-0.006400038229845032,0.0,0.00682628313657041,0.0938187552176547,-0.1381545368549422,7.065671161887305
logret_5,1939.0,0.0014368587580206652,0.030955457415445718,-0.14373155952408567,-0.01564886834062727,0.0021905813798186818,0.018557712877903698,0.26960434103182385,0.7029365884081775,7.9426041067063125
ma_bias_5,1939.0,0.0006194206447176762,0.015154977257395136,-0.09994321408287903,-0.007196617223940064,0.0005955926146514677,0.008435582822082748,0.14269471290501878,0.7553783107804344,10.630159150239132
ma_bias_10,1939.0,0.0013981958006668502,0.023074513867096656,-0.11919977771599896,-0.010944138295355437,0.0010911074740860222,0.013233961382855727,0.2352941176469897,1.1428178760844492,12.997005759753822
ma_bias_20,1939.0,0.0028188312710903714,0.03287616379173453,-0.12273419122730789,-0.015447178518294606,0.0011918951132296476,0.020751959624603397,0.29709697344030345,1.1289217643565586,8.031514136186473
ma_bias_60,1939.0,0.007800257985906768,0.05762170503068999,-0.16442875776870303,-0.030035441415267237,0.0036425363369516376,0.03829200964512987,0.2976313079298773,0.8578819541936445,1.6875525977893058
ma5_ma20,1939.0,0.002106471773606902,0.025596256812272945,-0.08910891089135431,-0.01199792351223683,0.0012658227844932757,0.016152377297617204,0.18247734138937077,1.002725742662037,6.128854678055708
ma10_ma60,1939.0,0.00619029402950836,0.048325562294367165,-0.09907048799401252,-0.02652593941897685,0.0013494292276885478,0.0308198089151116,0.1826722821304625,0.7970306353992856,1.1030608175382004
vol_5,1939.0,0.011700405083517494,0.007225918777417324,0.0012185656553134025,0.00720192581252179,0.01002579900536023,0.014052049139167347,0.07377852190576431,2.6107857451205785,12.461355025714015
vol_10,1939.0,0.012264259925440078,0.006429160167167003,0.0013234247543459567,0.008335277352968316,0.010553939138007274,0.014051519418547705,0.0555468765932592,2.2981313166356596,8.347856628807126
vol_20,1939.0,0.012575650725150503,0.0057922556247213715,0.003972366323541918,0.008940988578188043,0.010851439180001851,0.014408030029845018,0.040891326145532134,1.8055927662293123,4.2691373550473415
atr_14,1939.0,0.01729371884338193,0.005355949622414906,0.008849928560452369,0.01334069519080045,0.015760345677181778,0.020207463111588678,0.038974359282758754,1.09700821010143,1.0686355514062442
hl_range,1939.0,0.016268855529233107,0.009404921666834628,0.002724795640326296,0.010526315789470924,0.013850415512461611,0.019689346818512685,0.10714285714283167,2.4672015673039525,11.37668105750654
hl_range_ma5,1939.0,0.016276911195196538,0.006775089134673365,0.005523038090186639,0.011953414346688021,0.014705410075240954,0.01877196263204127,0.07815736863577687,2.543782281043357,13.209805696460947
vol_chg_1,1939.0,0.08484424026765018,0.4739037410898165,-0.7098843872640137,-0.2275293083540384,-0.004323747394082256,0.28822506885562527,4.887827923270182,2.087585725145641,10.117707210534105
vol_ratio_5,1939.0,1.0065580598364576,0.3032805790440947,0.26273055592744227,0.7952046345466883,0.9639466616139472,1.1638663988631075,3.340072612018329,1.1366103430471137,3.216049910271311
vol_ratio_20,1939.0,1.0253925536545854,0.4555484821169493,0.11511298092532911,0.7377607462979971,0.9323117997786479,1.1962665833210668,5.509154287725064,2.333600590757255,11.373143851316387
pv_corr_20,1939.0,0.1041350785205737,0.3443140573747266,-0.929837200265313,-0.14526583103721527,0.13860957053121833,0.36638808233096865,0.8089327442004671,-0.3745103804493961,-0.415811912895526
rsi_6,1939.0,51.48781359288309,17.852893555837763,6.282509595207642,38.631193041710816,51.09992031887677,64.52728373910352,98.44725522772745,0.04546927717788051,-0.5476776097563794
rsi_14,1939.0,51.27154571060633,11.73376509626525,20.813515962755176,43.03278921045177,50.698866924204665,59.353083902500124,92.27168634051051,0.2058943925566986,-0.0823536438041641
macd_dif,1939.0,0.0011074621881666461,0.014131113369856918,-0.03974118645590437,-0.00842468736361365,0.0009671012552646535,0.009381578256145946,0.053539799501911664,0.47743843172618605,1.0364942508654793
macd_dea,1939.0,0.0010473537203420375,0.013291438895363685,-0.0326998766054242,-0.00824123504649342,0.0007455584577423679,0.008841353052549064,0.047616242990285856,0.4707789259456041,0.7103177877283957
macd_hist,1939.0,0.00012021693564921716,0.008824322644539707,-0.03754390777532816,-0.004836610232817815,-0.0002509298705591392,0.005336048036280006,0.05893631920145292,0.25201989664587116,4.193975586823749
kdj_k,1939.0,52.56596744422761,23.68498922077558,3.3285064823661936,32.113153405652625,53.33130442422828,73.57961096138887,96.67026948707566,-0.07720008598840146,-1.2145207417892954
kdj_d,1939.0,52.53904596151611,20.7580560371521,6.539311210312934,34.9092880178426,53.366447146992456,69.55156385636164,93.88539438214984,-0.0627979702889325,-1.053987180139129
kdj_j,1939.0,52.619810409650626,36.70056958152399,-16.44090591150183,18.2599541753814,53.31005961845425,85.68550728491172,122.28591340402326,-0.09364289337478965,-1.2924482509169761
boll_pctb,1939.0,0.5177489477356418,0.32096966409811134,-0.45583578954667153,0.2721816385419431,0.5203058215506314,0.7689274303513272,1.3465523231573842,-0.0496795508022669,-0.7040256088729966
boll_width,1939.0,0.08509933350752918,0.054123740234684005,0.01836441265808978,0.05356652806048595,0.0719604390786892,0.0998190900953321,0.4776049582951502,2.9998394439940776,13.657426093293314
pos_20,1939.0,0.5263244554044106,0.34646670655691364,0.0,0.21428571428495058,0.5357142857123726,0.8499999999971665,0.9999999999991525,-0.07823753107761447,-1.3741916236605494
pos_60,1939.0,0.530577026298369,0.32511084914646826,0.0,0.23746867167831948,0.5423728813550136,0.8238526179692066,0.9999999999991525,-0.11954065792064356,-1.303571279006258
overnight,1939.0,-0.00025720678356929485,0.006597539157533442,-0.07692307692333977,-0.0027472527475268516,-2.865485626557529e-13,0.0021762811402574744,0.10696517412907802,2.0569297100016803,55.83689485752364
intraday,1939.0,0.0006458509467352513,0.011935663979620991,-0.063882063882294,-0.005706145706429355,-2.724487302430134e-13,0.006528843421152675,0.06270627062671208,0.20756932167388595,3.150375315647618
