策略,总收益,年化,夏普,最大回撤
ML组合轮动(Top3),0.13058754012605878,0.145289193232903,0.9234238489604628,-0.11765452367812401
等权买入持有(全市场),0.22617211930331949,0.2527737384193536,1.6045144811894274,-0.11125263978607902
